FID,OBJECTID,SHAPE,ADRESSE,AUSNAHME_TXT,STELLPL_ANZ,WEITERE_INF,SE_ANNO_CAD_DATA
PARKENANRAINEROGD.350969,350969,"LINESTRING (16.341370840183824 48.20575349921135, 16.34138636059445 48.20557393389485)","7, Halbgasse 27 bis 29",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350970,350970,"LINESTRING (16.34152334441277 48.204769643600976, 16.341553601908572 48.204414437295064)","7, Halbgasse 18",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350971,350971,"LINESTRING (16.34141782408316 48.20435392521166, 16.341227105678563 48.204352337665476)","7, Burggasse 112",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350972,350972,"LINESTRING (16.341982851908753 48.20428119093662, 16.341848321884804 48.20428170029255)","7, Burggasse 99",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350973,350973,"LINESTRING (16.341528184874324 48.20393895766252, 16.341551537798622 48.203669633171295)","7, Halbgasse 7 bis 11",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350974,350974,"LINESTRING (16.38014270893265 48.19992740048139, 16.380513558035588 48.20013190668933)","3, Traungasse 4 bis 6",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350975,350975,"LINESTRING (16.34160943038151 48.203764448899484, 16.341623868939976 48.203592994268924)","7, Halbgasse 10 bis 12",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350976,350976,"LINESTRING (16.343071968670614 48.203945837854505, 16.343074559132294 48.20386491815269)","7, Schottenfeldgasse 71",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350977,350977,"LINESTRING (16.34305146938746 48.20479830180242, 16.343057735945262 48.204568408694655)","7, Schottenfeldgasse 75A bis 77",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350978,350978,"LINESTRING (16.338623403357925 48.20719469322637, 16.33842500016115 48.20721986827636)","7, Bernardgasse 39 bis 41",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350979,350979,"LINESTRING (16.349719966591344 48.208024487919275, 16.349338094448267 48.20798654775263)","8, Zeltgasse 12 bis 14",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350980,350980,"LINESTRING (16.340372493742663 48.193987955012055, 16.340585687897384 48.19371744484851)","6, Aegidigasse 19 bis 21",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350981,350981,"LINESTRING (16.340183002677783 48.19432271470359, 16.340264778052422 48.19421937538374)","6, Aegidigasse 24",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350982,350982,"LINESTRING (16.3643669860861 48.216424277999984, 16.364474535148908 48.216319986964024)","9, Peregringasse 4",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350983,350983,"LINESTRING (16.362929654823734 48.21582447877891, 16.36320730167927 48.21595156789469)","9, Kolingasse rechte Nebenfahrbahn 10 bis 12",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350984,350984,"LINESTRING (16.364019734975464 48.216652038434056, 16.363469534917243 48.21639878069614)","9, Kolingasse 13 bis 15",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350985,350985,"LINESTRING (16.3632035555903 48.216275740889124, 16.362869022612355 48.216121762002544)","9, Kolingasse linke Nebenfahrbahn 9 bis 11",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350986,350986,"LINESTRING (16.363584909007532 48.21763714430171, 16.363219382282992 48.217522369463595)","9, Türkenstraße 12 bis 14",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350987,350987,"LINESTRING (16.36377334493558 48.218783257201686, 16.36316229825779 48.21857967410049)","9, Berggasse 19 bis 21",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,17,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350988,350988,"LINESTRING (16.366002960328178 48.21898307683361, 16.366169827464937 48.2187472168394)","9, Hahngasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350989,350989,"LINESTRING (16.365837821791985 48.219571308352386, 16.366003218846704 48.219230161588065)","9, Hahngasse 4",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350990,350990,"LINESTRING (16.36541940389542 48.22054134049932, 16.365511480840034 48.22024232591714)","9, Hahngasse 12",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350991,350991,"LINESTRING (16.365960912669713 48.22149138751735, 16.365387358651766 48.221449319169565)","9, Mosergasse 1 bis 5",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,13,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350992,350992,"LINESTRING (16.36527766703642 48.22188354117117, 16.365303740780398 48.22149197253191)","9, Hahngasse 20 bis 22",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350993,350993,"LINESTRING (16.363570566035538 48.22195644727845, 16.363452041867543 48.22154709814138)","9, Müllnergasse 12 bis 16",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350994,350994,"LINESTRING (16.362830689888064 48.22107843804199, 16.363118044803624 48.22103393781261)","9, Grünentorgasse 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350995,350995,"LINESTRING (16.362720212954986 48.21953890475776, 16.362848358669968 48.21996086995194)","9, Müllnergasse 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350996,350996,"LINESTRING (16.36091361748864 48.22142284557928, 16.361661481043786 48.221220213997285)","9, Grünentorgasse 2 bis 6",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350997,350997,"LINESTRING (16.36192980176202 48.219563715398564, 16.361422364430016 48.21934361075237)","9, Thurngasse 16",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350998,350998,"LINESTRING (16.36022944188405 48.21889490003588, 16.36079509036894 48.2191387663725)","9, Thurngasse 13 bis 15A",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350999,350999,"LINESTRING (16.337699693156203 48.20321239552124, 16.337679264575478 48.20342149635034)","7, Neubaugürtel 48 bis 50",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351000,351000,"LINESTRING (16.337527456806164 48.2049641452296, 16.337536128371777 48.20487439428365)","7, Lerchenfelder Gürtel 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351001,351001,"LINESTRING (16.337479172373147 48.20545771076439, 16.337462106270696 48.2056362031394)","7, Lerchenfelder Gürtel 14 bis 16",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351002,351002,"LINESTRING (16.3385203117764 48.207765327256155, 16.338681390401153 48.20801277883342)","7, Lerchenfelder Gürtel 36 bis 38",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351003,351003,"LINESTRING (16.341136537861832 48.198798468393555, 16.341097694557757 48.19899460711851)","7, Kaiserstraße 20-22 bis 24",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351004,351004,"LINESTRING (16.340936914242697 48.199286817461385, 16.340964662130737 48.1991429780554)","7, Kaiserstraße 23 bis 25",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351005,351005,"LINESTRING (16.341032173374895 48.199341083909424, 16.341015096173358 48.199429957608665)","7, Kaiserstraße 28",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351006,351006,"LINESTRING (16.340895836940266 48.20005561894694, 16.34085362790155 48.20027925099265)","7, Kaiserstraße 36",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351007,351007,"LINESTRING (16.339808459107257 48.198632376984904, 16.33970131322922 48.19891523318223)","7, Kenyongasse 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
