FID,OBJECTID,SHAPE,ADRESSE,AUSNAHME_TXT,STELLPL_ANZ,WEITERE_INF,SE_ANNO_CAD_DATA
PARKENANRAINEROGD.350629,350629,"LINESTRING (16.357724895257178 48.21246603043835, 16.35765557918951 48.212225843768174)","1, Ebendorferstraße 5",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350630,350630,"LINESTRING (16.357973441618764 48.213305198932225, 16.357793054514637 48.212689659725314)","1, Ebendorferstraße 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350631,350631,"LINESTRING (16.358024231953607 48.21348229620834, 16.358130799355724 48.21384498826321)","1, Ebendorferstraße 11",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350632,350632,"LINESTRING (16.35727200582588 48.21422966186843, 16.357082700237214 48.213595813200975)","1, Rathausstraße 19 bis 21",ausg. Fahrzeuge mit Parkkleber für den 1. und 8. Bezirk,19,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350633,350633,"LINESTRING (16.375615973792673 48.216998564557095, 16.375604495118452 48.21719930377799, 16.37560522137193 48.21721842524102, 16.37560724204264 48.217236515417326, 16.375610692893456 48.21725512445663, 16.37562615264703 48.217317948744636)","2, Große Schiffgasse 16 bis 18",ausg. Fahrzeuge mit Parkkleber für den 2. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350634,350634,"LINESTRING (16.374783962370486 48.2175713177626, 16.37460850715356 48.216262952391325)","2, Floßgasse ggü. 2 bis 9",ausg. Fahrzeuge mit Parkkleber für den 2. Bezirk,24,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350635,350635,"LINESTRING (16.374944895351252 48.21998673979718, 16.37571646547881 48.22046599252205)","2, Miesbachgasse ggü. 5 bis 6",ausg. Fahrzeuge mit Parkkleber für den 2. Bezirk,15,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351008,351008,"LINESTRING (16.339681539252624 48.19922998314117, 16.33958706099043 48.19947920651692)","7, Kenyongasse 4-8 bis 10-12",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351009,351009,"LINESTRING (16.339242737579298 48.200122190346775, 16.33929356205305 48.19999164153281)","7, Kenyongasse 17 bis 19",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351010,351010,"LINESTRING (16.33946461064268 48.20027362254273, 16.339593874555558 48.20028535811752)","7, Seidengasse 44",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351011,351011,"LINESTRING (16.340057233844323 48.20032749848313, 16.340186498028032 48.200339233391446)","7, Seidengasse 38 bis 40",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351012,351012,"LINESTRING (16.342003490014605 48.20039674157291, 16.342233612376916 48.20039777601164)","7, Seidengasse 26 bis 28",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351013,351013,"LINESTRING (16.34273563264673 48.200394558711494, 16.34303390108076 48.2003951592656)","7, Seidengasse 20 bis 22",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351014,351014,"LINESTRING (16.34315708095827 48.20130917668894, 16.343162227234675 48.201156057227905)","7, Schottenfeldgasse 41-43",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351015,351015,"LINESTRING (16.34314076371876 48.20166785524509, 16.34314292484831 48.201596897739364)","7, Schottenfeldgasse 47",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351016,351016,"LINESTRING (16.342472221031397 48.20178120418736, 16.342270454476466 48.20178327359409)","7, Westbahnstraße 25 bis 27-29",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351017,351017,"LINESTRING (16.33915299212054 48.200644601550145, 16.33906694207449 48.200871495246275)","7, Kenyongasse 18 bis 20",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351018,351018,"LINESTRING (16.338325652872513 48.20120755964119, 16.338459425372413 48.20121706833795)","7, Urban-Loritz-Platz 2",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351019,351019,"LINESTRING (16.339287129961125 48.20180358146846, 16.339421353177542 48.20181313512232)","7, Westbahnstraße 56-58",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351020,351020,"LINESTRING (16.36521287360121 48.21877940724931, 16.365367535574077 48.21855968860924)","9, Roßauer Gasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351021,351021,"LINESTRING (16.338719163979803 48.2026477212597, 16.338747458222215 48.20234775737695)","7, Wimbergergasse 2-4",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351022,351022,"LINESTRING (16.33834178245942 48.20267871991452, 16.33800625919715 48.20266321848382)","7, Kandlgasse 45 bis 47",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351023,351023,"LINESTRING (16.33944270820466 48.20278963714771, 16.339860522932874 48.20280709220343)","7, Kandlgasse 38 bis 40",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351024,351024,"LINESTRING (16.340414045631892 48.202558142276175, 16.34043103577942 48.202469179910366)","7, Kaiserstraße 54",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351025,351025,"LINESTRING (16.340921521297755 48.20283038272808, 16.341227999986128 48.202830145631985)","7, Kandlgasse 30 bis 32",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351026,351026,"LINESTRING (16.34112849159421 48.20276028650741, 16.341542031793164 48.20276024614326)","7, Kandlgasse 25 bis 29",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351027,351027,"LINESTRING (16.342848796649402 48.202832536605406, 16.343061242580394 48.20283304208105)","7, Kandlgasse 18",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351028,351028,"LINESTRING (16.343120429089144 48.202724409768784, 16.343125922182764 48.20253577623471)","7, Schottenfeldgasse 55 bis 57",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351029,351029,"LINESTRING (16.360386883569102 48.219891144765185, 16.360000637101788 48.21981265039455)","9, Harmoniegasse 8 bis 10",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351030,351030,"LINESTRING (16.359087280864383 48.21958790799926, 16.359197389080958 48.21931954799525)","9, Wasagasse 30 bis 32",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351031,351031,"LINESTRING (16.359917183148678 48.21826841963707, 16.360228403263342 48.217921613152846)","9, Wasagasse 17 bis 21",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351032,351032,"LINESTRING (16.360202404698953 48.21656299677147, 16.3606401174028 48.216702133905834)","9, Türkenstraße 2",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351033,351033,"LINESTRING (16.362205032933815 48.21719542442949, 16.361767036464755 48.217057371383575)","9, Türkenstraße 4 bis 6",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,13,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351034,351034,"LINESTRING (16.362202594776114 48.21573394139006, 16.361802276738285 48.21554906369577)","9, Kolingasse Fahrbahnteiler 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351035,351035,"LINESTRING (16.360650398914423 48.21951252952707, 16.36020127521756 48.21941893400837)","9, Dietrichsteingasse 8 bis 10",ausg. Fahrzeuge mit Parkkleber für den 9. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351036,351036,"LINESTRING (16.384169109106907 48.207162050569764, 16.383635008238382 48.207341748609906)","3, Henslerstraße ggü. 1 bis ggü. 3",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351037,351037,"LINESTRING (16.38397757316024 48.20772081154956, 16.384495941471407 48.20755116169224)","3, Stelzhamergasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351038,351038,"LINESTRING (16.387926180805415 48.20556930058117, 16.38775740836751 48.20533435104937, 16.38761768501879 48.20514929252639)","3, Gärtnergasse 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351039,351039,"LINESTRING (16.388444424893017 48.20638865123796, 16.388352442598325 48.20625021050881)","3, Gärtnergasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351040,351040,"LINESTRING (16.380093751767006 48.20967505561422, 16.380956653713795 48.209380241421016)","1, Rosenbursenstraße 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,23,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351041,351041,"LINESTRING (16.38671353202536 48.20420392868691, 16.386246364129033 48.20367946450506)","3, Beatrixgasse 3A bis 7",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,20,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351042,351042,"LINESTRING (16.39304184986656 48.2027744331564, 16.393259886951224 48.20295421106387)","3, Kundmanngasse 21-27",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351043,351043,"LINESTRING (16.392201040594703 48.20442859572302, 16.392142218569766 48.20434653353477, 16.392104785702703 48.20429360892064, 16.392072686363353 48.20423532737843, 16.392047764583864 48.2042311756756, 16.392024538918463 48.20414921524083, 16.39200843360838 48.20406891619796, 16.39197443190726 48.203898801936255)","3, Rasumofskygasse 20 bis 22",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,18,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351044,351044,"LINESTRING (16.389980972015223 48.20769365704571, 16.390538641194528 48.2075630795765, 16.390556939706702 48.20755431829198)","3, Kegelgasse 12 bis 14",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,13,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351045,351045,"LINESTRING (16.39035174498144 48.20713941729118, 16.39016419662665 48.20695105814627)","3, Seidlgasse 19",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351046,351046,"LINESTRING (16.391929791178523 48.20728514765853, 16.391780208538744 48.20697237679265)","3, Blattgasse 9 bis 11",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351047,351047,"LINESTRING (16.391632051977044 48.20632214718678, 16.391407105529325 48.2063993002907)","3, Marxergasse 28",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351048,351048,"LINESTRING (16.39331011876824 48.202993446932894, 16.393545864502098 48.203187533745286)","3, Kundmanngasse 21-27",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351049,351049,"LINESTRING (16.394813686363598 48.20769564910902, 16.39498657809413 48.2072263314032)","3, Untere Weißgerberstraße 49 bis 51",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351050,351050,"LINESTRING (16.39108577320935 48.20402635954122, 16.391694433183655 48.20371120507274)","3, Siegelgasse 2 bis 6",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351051,351051,"LINESTRING (16.369781524062603 48.21273732043635, 16.36990612636722 48.21285538774075, 16.369923227517997 48.21287441787182, 16.36993748234758 48.21289782738877, 16.369981577932908 48.212971501043654, 16.369994585634167 48.21298852801904, 16.370013108329946 48.21300279920575, 16.370035150595466 48.2130133641633, 16.370046261619418 48.213018500474895, 16.370058510194028 48.21302192325012, 16.37007189963924 48.21302610673345, 16.37008500176734 48.21302819714006, 16.37009753539522 48.213030286589365)","1, Schwertgasse 3 /  Passauer Platz 6 ",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351052,351052,"LINESTRING (16.37759955007802 48.1999323271815, 16.377911598049582 48.200102205511875)","3, Am Heumarkt 31 bis 33",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351053,351053,"LINESTRING (16.377958919769412 48.20012702633817, 16.378213914534417 48.200266991917694)","3, Am Heumarkt 27 bis 29",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351054,351054,"LINESTRING (16.390487103093395 48.20160514273176, 16.38995994690326 48.201928045333496, 16.38993432695287 48.201935194562154, 16.389906574933626 48.20194734387179, 16.38988416737372 48.20196305871925, 16.389866038706682 48.201984482233314, 16.389836184835367 48.20202732625702)","3, Pfarrhofgasse 1",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,13,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351055,351055,"LINESTRING (16.391899573819284 48.200312073220694, 16.391768732335336 48.20027703965928, 16.391739359287925 48.20026932087186, 16.39170287152934 48.20026457889454, 16.391399427582968 48.200246879520975)","3, Hintzerstraße 6 bis Ziehrerplatz 9A ",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351056,351056,"LINESTRING (16.378900219059634 48.20018889874547, 16.379678642909496 48.200715278631)","3, Ölzeltgasse 8 bis 12",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,15,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351057,351057,"LINESTRING (16.39137263568618 48.19970495715075, 16.391466525967758 48.19940031368024)","3, Ziehrerplatz 6 bis 7",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351058,351058,"LINESTRING (16.386573102847795 48.20576515522478, 16.38679218390223 48.206078898271784)","3, Untere Viaduktgasse 57 bis 59",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351059,351059,"LINESTRING (16.386518888300873 48.206709009942536, 16.38691621773996 48.206579682662635)","3, Grailichgasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351060,351060,"LINESTRING (16.338612510631 48.20176438593032, 16.33814494590329 48.20172730749024)","7, Urban-Loritz-Platz ",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351061,351061,"LINESTRING (16.389917670855887 48.20767700100374, 16.38976072654732 48.20738845073571)","3, Kollergasse 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351062,351062,"LINESTRING (16.379494661253826 48.19945069220564, 16.379034396312925 48.199108558496285)","3, Traungasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351063,351063,"LINESTRING (16.388862232930492 48.20439677272207, 16.389412033670183 48.204832272292066)","3, Weyrgasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 3. Bezirk,11,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351064,351064,"LINESTRING (16.36376410725386 48.200461576719064, 16.364299601898498 48.20082652040019)","6, Lehargasse 2-4",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351065,351065,"LINESTRING (16.31888394880467 48.18067053529112, 16.31899283283527 48.18152473200829)","12, Zenogasse 5 bis 13",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,15,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351066,351066,"LINESTRING (16.31880239684285 48.180615259742765, 16.31895905103256 48.18183904448428, 16.318951576194728 48.18184832437413, 16.318941328032782 48.181851890908604, 16.318927024535316 48.18185317368477, 16.31889671361527 48.181844032055146, 16.318902669634227 48.18190813548128)","12, Zenogasse 2-6 bis 14",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,26,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351067,351067,"LINESTRING (16.36451453277671 48.2018274305595, 16.364333608844163 48.20146960480765)","1, Gauermanngasse 1",,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351068,351068,"LINESTRING (16.36770980662696 48.217132421521704, 16.367862499005113 48.21698430806736)","1, Deutschmeisterplatz 2",,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351069,351069,"LINESTRING (16.321699099683222 48.18194629916662, 16.321796066037745 48.18251685446822)","12, Bischoffgasse 10 bis 14",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,18,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351070,351070,"LINESTRING (16.321778514811346 48.181761343281266, 16.321585324079088 48.18063090740504)","12, Bischoffgasse 17 bis 31",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,31,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351071,351071,"LINESTRING (16.321928502542633 48.183285275997484, 16.321822694471617 48.182667210871976)","12, Bischoffgasse 2",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351072,351072,"LINESTRING (16.323526906435006 48.18303317119623, 16.324459027682803 48.18284726227718)","12, Schönbrunner Straße 287 bis 291",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351073,351073,"LINESTRING (16.326143114595656 48.18292484126277, 16.326080497320532 48.182904848423625, 16.326005069808666 48.18288295011775, 16.325949210638868 48.182868906810405, 16.325876275167357 48.18285176829892, 16.325789107191895 48.18283367631445, 16.325695532541708 48.18281844015733, 16.325617969906105 48.1828077244701, 16.325408405447376 48.182784149773376, 16.325368199143334 48.18278081518081, 16.325321589852045 48.18277843100933, 16.32527213241249 48.18277890189833, 16.32522018466123 48.18278318003466, 16.325170369542015 48.18278983817951, 16.324649092748277 48.182893531154505)","12, Schönbrunner Straße 232 bis 240",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,21,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351074,351074,"LINESTRING (16.324614756065873 48.18271768449523, 16.32462539307864 48.181750159197904)","12, Aichholzgasse 1 bis 9",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,21,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.351075,351075,"LINESTRING (16.321898960656757 48.18345130961714, 16.32043059929031 48.18374248053599)","12, Schönbrunner Straße 262 bis 276",ausg. Fahrzeuge mit Parkkleber für den 12. Bezirk,20,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350781,350781,"LINESTRING (16.351595919497555 48.20621687134194, 16.351597282381206 48.20590236165242)","7, Kellermanngasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350782,350782,"LINESTRING (16.351468422615707 48.20492876144583, 16.351472995245558 48.205108417630235)","7, Kirchengasse 41 bis 43",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350783,350783,"LINESTRING (16.351198922403025 48.20418357155841, 16.350614588812288 48.20417603208345)","7, Burggasse ggü. 28-32 bis ggü. 36",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350784,350784,"LINESTRING (16.37821206038091 48.18956328377641, 16.378027509583934 48.18988003694868)","4, Mommsengasse 19 bis 19A",ausg. Fahrzeuge mit Parkkleber für den 4. und 5. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350785,350785,"LINESTRING (16.377979239746246 48.18870195682681, 16.377600804985995 48.18866123133467)","4, Weyringergasse 12-14 bis 16-18",ausg. Fahrzeuge mit Parkkleber für den 4. und 5. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350786,350786,"LINESTRING (16.375478640007675 48.18842869829164, 16.375080587687837 48.188384606643766)","4, Weyringergasse 30 bis 30A",ausg. Fahrzeuge mit Parkkleber für den 4. und 5. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350787,350787,"LINESTRING (16.376445624233288 48.18882302951906, 16.376346998067827 48.189008610863134)","4, Argentinierstraße 55",ausg. Fahrzeuge mit Parkkleber für den 4. und 5. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350788,350788,"LINESTRING (16.375320261327804 48.189353908485636, 16.375071767810404 48.189300711719504)","4, Goldeggasse 29",ausg. Fahrzeuge mit Parkkleber für den 4. und 5. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350789,350789,"LINESTRING (16.35476760001089 48.2022903729022, 16.354896568581157 48.202078711804056)","7, Stiftgasse 2-2A",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350790,350790,"LINESTRING (16.349269996116856 48.20095665872319, 16.34940451390429 48.200955789949454)","7, Mondscheingasse 19",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350791,350791,"LINESTRING (16.344913619605258 48.20894275413985, 16.34490089133483 48.20909748270917)","8, Tigergasse 22",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
