FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.255,255,"LINESTRING (16.375381803524412 48.20005744599438, 16.373914458067098 48.199687574759835, 16.373693767320347 48.19966147344879, 16.373487363455858 48.199704370914425, 16.373312999763456 48.19975677512252)",4A,2,Autobus,
OEFFLINIENOGD.256,256,"LINESTRING (16.37732433235697 48.1998648602514, 16.37868324869352 48.19900776113023, 16.37886472178573 48.198955345223325, 16.38034891360828 48.19897619841603, 16.381046551204005 48.19902113716579, 16.382117904142106 48.19906830214077, 16.383943845124538 48.1991579753357, 16.384979569174213 48.19915991790691, 16.386000978401565 48.19908095731447, 16.387552751047465 48.19905171925298, 16.389819981931197 48.19908637252027, 16.391115598239853 48.199157142726946, 16.391994762416825 48.19919954925228, 16.39259630153794 48.199232566644106, 16.39298429974508 48.19927520522951, 16.393888178116278 48.19957386579934)",4A,2,Autobus,
OEFFLINIENOGD.257,257,"LINESTRING (16.390466624359888 48.20258720933672, 16.390973736715193 48.20295957657002, 16.39203187687273 48.2038632571971, 16.392082059315456 48.2041844584884, 16.392164095780473 48.20433670365181, 16.392342250157903 48.204498419217, 16.393154446416823 48.205054810002906, 16.393817033109205 48.20550181605335, 16.394012887242855 48.20556834256583, 16.39466785186895 48.20566063307164)",4A,2,Autobus,
OEFFLINIENOGD.258,258,"LINESTRING (16.39466785186895 48.20566063307164, 16.394597481328645 48.205460313434564, 16.395421973398733 48.205113147691996, 16.39545034599138 48.20502271378295, 16.394252941449476 48.20380266793319, 16.392938313052845 48.20274447012591, 16.39291331259957 48.202668339885925)",4A,2,Autobus,
OEFFLINIENOGD.259,259,"LINESTRING (16.39894836630802 48.20605278130958, 16.398058896598425 48.20597638897321)",4A,2,Autobus,
OEFFLINIENOGD.260,260,"LINESTRING (16.398732387552652 48.20700483816709, 16.39894836630802 48.20605278130958)","4A, 80A",2,Autobus,
OEFFLINIENOGD.261,261,"LINESTRING (16.396263661925882 48.205832837179095, 16.396697208882205 48.20587598880808, 16.398058896598425 48.20597638897321)",4A,2,Autobus,
OEFFLINIENOGD.262,262,"LINESTRING (16.380858449571438 48.217972421378484, 16.380953790685837 48.21796638124705, 16.381725572411955 48.217819503086254, 16.383286231206768 48.21754285706224, 16.385043054724402 48.21689491270229, 16.38574346534514 48.21660717440735, 16.38672575821718 48.21622603442927, 16.386919921271648 48.21613460870999)",5A,2,Autobus,
OEFFLINIENOGD.263,263,"LINESTRING (16.37758323849381 48.21684454967206, 16.377584342328152 48.21735912817932, 16.376829192252707 48.21917669966913, 16.376460447632276 48.22002153303057, 16.376175781136684 48.220256602374555)",5A,2,Autobus,
OEFFLINIENOGD.264,264,"LINESTRING (16.376175781136684 48.220256602374555, 16.37403933772044 48.22169719732124)","5A, 5B",2,Autobus,
OEFFLINIENOGD.265,265,"LINESTRING (16.375403326450325 48.22284748919248, 16.375963842319635 48.22244279108527, 16.376212978424693 48.2222910140873, 16.377743198826327 48.2211602338244)","5A, 5B",2,Autobus,
OEFFLINIENOGD.266,266,"LINESTRING (16.374300881760266 48.223778657114394, 16.374055486103583 48.223957357788365, 16.3731568176258 48.22459415244348, 16.372320417960296 48.22519225432647, 16.37207123122363 48.22530833081292, 16.371706309089266 48.22542444180672, 16.371181150980316 48.22555547358187, 16.37088298683653 48.22565966450281, 16.370611537474222 48.2257757445583, 16.37034901450316 48.22593048645424, 16.37017109298419 48.226126843649276)","5A, 5B",2,Autobus,
OEFFLINIENOGD.267,267,"LINESTRING (16.370224582587483 48.22623687692624, 16.370398249051842 48.22633497730182)",5A,2,Autobus,
OEFFLINIENOGD.268,268,"LINESTRING (16.37017109298419 48.226126843649276, 16.370010815789602 48.22608227608896, 16.36987728950233 48.226100161455236, 16.369766056753598 48.226177526214215, 16.369717153092303 48.226269743701636, 16.36974838255203 48.22637680967895, 16.369859704523428 48.22643626307891, 16.37002441198264 48.22644811156487, 16.37009179680826 48.22643425117859)","5A, 5B",2,Autobus,
OEFFLINIENOGD.269,269,"LINESTRING (16.38059567220146 48.24420307313017, 16.382053264475953 48.24282338870421, 16.38288964644004 48.242014043141545)","11A, 11B, 5A",2,Autobus,
OEFFLINIENOGD.270,270,"LINESTRING (16.38288964644004 48.242014043141545, 16.381762650833856 48.24149399444395, 16.381651335272178 48.241494038644156, 16.379377857871564 48.243657229742126)","11A, 11B, 5A",2,Autobus,
OEFFLINIENOGD.271,271,"LINESTRING (16.370398249051842 48.22633497730182, 16.37198842911932 48.227839488199656, 16.372139830950832 48.227913797909096, 16.377420659403295 48.22963116575493, 16.377451921373808 48.229756074660486, 16.374977710928146 48.23093773674479, 16.374888728014632 48.23100617496494, 16.374862073535077 48.2310805419554, 16.374783147989046 48.2326777673156, 16.374704172757376 48.23421550619354, 16.375363492433873 48.23476552767421, 16.375661973564167 48.23501526622153, 16.37593369844405 48.235205528177715, 16.377109531967545 48.235802947297586, 16.378280903000565 48.23635574283736, 16.378650591601275 48.23654298737911, 16.378895510208963 48.23659940742383, 16.379559156904083 48.23691146002618, 16.379620041009385 48.23696058893503)",5A,2,Autobus,
OEFFLINIENOGD.272,272,"LINESTRING (16.375337658506705 48.249171432295526, 16.375399766378454 48.249324170768624, 16.37535921162072 48.24940270620308, 16.375254551930862 48.249509816627956, 16.375184030048043 48.249535538468855, 16.375081403444394 48.24950702021895, 16.37498089654297 48.24945565865426, 16.374982996885702 48.24940568951265, 16.37503853640309 48.249355702263415, 16.375149669528945 48.24932711139559, 16.375203086048874 48.24929568477393)",5A,2,Autobus,
OEFFLINIENOGD.273,273,"LINESTRING (16.375203086048874 48.24929568477393, 16.375337658506705 48.249171432295526)",5A,2,Autobus,
OEFFLINIENOGD.274,274,"LINESTRING (16.375337658506705 48.249171432295526, 16.375532022392647 48.24896721036714, 16.37549349548937 48.248901551380214, 16.374969635079363 48.24869900262575, 16.37493930657552 48.246171817019246, 16.375006005961072 48.24604389971852, 16.37589898763333 48.24512884968174)",5A,2,Autobus,
OEFFLINIENOGD.275,275,"LINESTRING (16.377337477465296 48.243654728567435, 16.378285105388425 48.242652047860325, 16.378476438497778 48.24248839071258, 16.37864118712193 48.24248535578066, 16.379194224012082 48.24355292102453, 16.379377857871564 48.243657229742126)","11A, 5A",2,Autobus,
OEFFLINIENOGD.276,276,"LINESTRING (16.377337477465296 48.243654728567435, 16.378676898164045 48.244247707572356)","11A, 5A",2,Autobus,
OEFFLINIENOGD.277,277,"LINESTRING (16.3684832858014 48.249017241757564, 16.369126641119394 48.25017108341615, 16.36951928477879 48.25131012258642, 16.36981834686677 48.252339139051024, 16.36979699222652 48.25372813784644, 16.36974812687822 48.2539185065427, 16.369605721844483 48.254094031548036, 16.369449909278792 48.2541981765979, 16.369169374568077 48.25427856346871, 16.366871500014977 48.254719397723726, 16.366787490251536 48.25473528224789)",5B,2,Autobus,
OEFFLINIENOGD.278,278,"LINESTRING (16.364893022395 48.24993790148972, 16.3684832858014 48.249017241757564)","11A, 5B",2,Autobus,
OEFFLINIENOGD.279,279,"LINESTRING (16.370171069112025 48.22639061450819, 16.370180168196633 48.226385605321816, 16.37026916722733 48.22634393879253, 16.370398249051842 48.22633497730182)",5A,2,Autobus,
OEFFLINIENOGD.280,280,"LINESTRING (16.368288180404857 48.24429879713939, 16.366668196168437 48.24242968139595, 16.365839376123695 48.24137402449283, 16.364809988109798 48.23989606214506, 16.36472086142603 48.23975926655971, 16.3647118811225 48.23962542587867, 16.364756251249403 48.23934880507975, 16.365035921563013 48.237870509968644, 16.365395492165682 48.236002559643346, 16.36548893622268 48.23591330768496, 16.365644748982707 48.2358894727546, 16.36726537119965 48.23594853019223, 16.36790649249188 48.23596322629886, 16.368841488143612 48.23602542346222, 16.369718629036495 48.23612034699613, 16.37003031735096 48.236173793227465, 16.37033209508976 48.23616371227747)",5B,2,Autobus,
OEFFLINIENOGD.281,281,"LINESTRING (16.377743198826327 48.2211602338244, 16.37773419026879 48.22102936777174, 16.376175781136684 48.220256602374555)","5A, 5B",2,Autobus,
OEFFLINIENOGD.282,282,"LINESTRING (16.377743198826327 48.2211602338244, 16.37886510480648 48.22032495343868, 16.3795767817797 48.21979169139028, 16.380003823495688 48.21952027186768)",5B,2,Autobus,
OEFFLINIENOGD.283,283,"LINESTRING (16.380815923606583 48.21665488382113, 16.380853161341975 48.21689471789303, 16.380850571641147 48.21719167405449, 16.380858449571438 48.217972421378484)",5A,2,Autobus,
OEFFLINIENOGD.284,284,"LINESTRING (16.380897059190406 48.2189774136592, 16.380003823495688 48.21952027186768)",5B,2,Autobus,
OEFFLINIENOGD.285,285,"LINESTRING (16.380897059190406 48.2189774136592, 16.38121453586765 48.219645912830025, 16.381521320603998 48.220293001666626, 16.38177820929608 48.220878242840485, 16.382252747773798 48.22195356179932, 16.382384787959168 48.22227711297136)",5B,2,Autobus,
OEFFLINIENOGD.286,286,"LINESTRING (16.382821351676984 48.22325997251839, 16.386950271379852 48.22247886305409, 16.386976903299644 48.22240389871076, 16.38610452817097 48.22059828333201, 16.386120477714154 48.22052332381246, 16.386232610781704 48.22049472164915, 16.38641421176909 48.22050178101309, 16.389736637315757 48.22081436459162, 16.389854116481402 48.2207928942704, 16.389944824081454 48.22070719196111, 16.389976769549538 48.220610809001805, 16.390157407251007 48.21970415619895)",5B,2,Autobus,
OEFFLINIENOGD.287,287,"LINESTRING (16.390157407251007 48.21970415619895, 16.388907510343927 48.21958338570903, 16.3884157290002 48.21917315663586, 16.38828218945694 48.21915537135192, 16.385677179928752 48.22052708539131, 16.382384787959168 48.22227711297136)",5B,2,Autobus,
OEFFLINIENOGD.288,288,"LINESTRING (16.390830669154663 48.21881331400889, 16.390770688485052 48.21883655841546, 16.39058923306087 48.21896156502833, 16.390439829985393 48.21909369496463, 16.390290470038476 48.21926865460768, 16.390231879184636 48.21941858741574, 16.390157407251007 48.21970415619895)",5B,2,Autobus,
OEFFLINIENOGD.289,289,"LINESTRING (16.375925889402605 48.17320129287041, 16.375137358772562 48.17325281520924, 16.372656199928663 48.17342138369136)","65A, 7A",2,Autobus,
OEFFLINIENOGD.290,290,"LINESTRING (16.375845067083286 48.17067918095766, 16.37719478339524 48.17037175496314, 16.377760303719 48.17028232117426, 16.378293855114947 48.17025000340765, 16.378864800367914 48.17027120778106, 16.379900028655257 48.170374324324115)","65A, 7A",2,Autobus,
OEFFLINIENOGD.291,291,"LINESTRING (16.37182383498069 48.17147587965746, 16.368461128881126 48.17200210335396, 16.365051749089258 48.172527685531236)","65A, 7A",2,Autobus,
OEFFLINIENOGD.292,292,"LINESTRING (16.365051749089258 48.172527685531236, 16.365260628322556 48.173891065982616, 16.365207294581783 48.17394104771129, 16.362341883110126 48.17414518269049, 16.361519085913724 48.17420294887093)","65A, 7A",2,Autobus,
OEFFLINIENOGD.293,293,"LINESTRING (16.358777427818808 48.174395787123565, 16.35837155812932 48.173660611572664, 16.358440892445575 48.17358207638838, 16.361356773632053 48.17312108010023)",7A,2,Autobus,
OEFFLINIENOGD.294,294,"LINESTRING (16.355505845786816 48.175772766846585, 16.354689630279196 48.17611627879527, 16.354342767954492 48.17612228352666, 16.35124746361067 48.17543863837165, 16.347182779567568 48.17454085645001, 16.346207752066498 48.17426334279105, 16.344718004032753 48.173729651743265)",7A,2,Autobus,
OEFFLINIENOGD.295,295,"LINESTRING (16.329745745479375 48.1731393213959, 16.327944944875224 48.172351010985786, 16.327526974735967 48.172255802656856)","15A, 62A, 7A",2,Autobus,
OEFFLINIENOGD.296,296,"LINESTRING (16.347307197835 48.16807577317643, 16.346470155732884 48.16669638601227, 16.346144044753547 48.166246071285116)","65A, 7B",2,Autobus,
OEFFLINIENOGD.297,297,"LINESTRING (16.344585116272548 48.16751745706457, 16.344936581234993 48.16874880374443)","65A, 7B",2,Autobus,
OEFFLINIENOGD.298,298,"LINESTRING (16.344936581234993 48.16874880374443, 16.34447418251685 48.16887970906077, 16.344291884006974 48.168891620326, 16.344051783940127 48.16891245753078, 16.34377167089012 48.168966014330096, 16.342944680025155 48.16920996261316, 16.34266901210602 48.169278387674844, 16.342606774958924 48.169373570276214, 16.342780225190584 48.169679916700545, 16.343165058682768 48.17028310681839)",7B,2,Autobus,
OEFFLINIENOGD.299,299,"LINESTRING (16.343165058682768 48.17028310681839, 16.34168491926126 48.1704951765347, 16.33907039784621 48.17082542558333, 16.33746897413384 48.171040803986905)","15A, 63A, 7A, 7B",2,Autobus,
OEFFLINIENOGD.300,300,"LINESTRING (16.331064893796118 48.17163057705919, 16.330937617314795 48.17164329239602, 16.330070516380342 48.171768172860666, 16.32852305442488 48.17205361709227, 16.327526974735967 48.172255802656856)","15A, 7A",2,Autobus,
OEFFLINIENOGD.301,301,"LINESTRING (16.33746897413384 48.171040803986905, 16.337345150691863 48.1710574564208, 16.33470834198657 48.17128350438253, 16.332098188535152 48.1715273398461, 16.331064893796118 48.17163057705919)","15A, 7A, 7B",2,Autobus,
OEFFLINIENOGD.302,302,"LINESTRING (16.337562216515202 48.172680624616675, 16.335683702354256 48.17273177664763, 16.33380719682419 48.17279124194073, 16.33203740811502 48.172826885184094, 16.331872884358102 48.17277631576771, 16.331632776208405 48.17262164206665, 16.331064893796118 48.17163057705919)",7B,2,Autobus,
OEFFLINIENOGD.303,303,"LINESTRING (16.292200601118978 48.17513140352924, 16.291935714859683 48.17537305546656, 16.29172211248819 48.17554619906838, 16.291596861188502 48.17557660716684, 16.291443185570074 48.17556322326549, 16.29131231365582 48.175511775202, 16.291275371166993 48.1754470401467, 16.291301031790713 48.175393749969004, 16.2913466133003 48.175342371400795)","58A, 8A",2,Autobus,
OEFFLINIENOGD.304,304,"LINESTRING (16.2913466133003 48.175342371400795, 16.29160851094165 48.17526823384939, 16.292200601118978 48.17513140352924)","58A, 8A",2,Autobus,
OEFFLINIENOGD.305,305,"LINESTRING (16.292200601118978 48.17513140352924, 16.293105809891838 48.174920449353344, 16.293655224204095 48.17475694594312, 16.294065169350805 48.17460671431408)","58A, 8A",2,Autobus,
OEFFLINIENOGD.306,306,"LINESTRING (16.29549883534184 48.1738240238492, 16.296731844277684 48.1746266933807, 16.29769334528799 48.175220932038975)","58A, 8A",2,Autobus,
OEFFLINIENOGD.307,307,"LINESTRING (16.29769334528799 48.175220932038975, 16.296585873824213 48.17570216073861, 16.295096737816344 48.176522078516946, 16.295014204972176 48.17651633838308, 16.294755464458408 48.1762002533859, 16.294335027255844 48.175236894428366, 16.294065169350805 48.17460671431408)","58A, 8A",2,Autobus,
OEFFLINIENOGD.308,308,"LINESTRING (16.29894319249987 48.174604585722435, 16.299168164658365 48.17441049338697, 16.299965508145736 48.173740689601296, 16.3011871360398 48.1726788741502, 16.30207983471292 48.17189820140165)",8A,2,Autobus,
OEFFLINIENOGD.309,309,"LINESTRING (16.30207983471292 48.17189820140165, 16.302094171595837 48.17173640206079, 16.302156867850545 48.17160126663644, 16.30290005875855 48.1709333291615, 16.303589081405473 48.170389104968784, 16.30376555433163 48.17033014375025, 16.30439441444959 48.170414075375966, 16.305527026931575 48.170410574890894, 16.30720033189958 48.17040720023139, 16.30781216586098 48.1704149658473, 16.30799428146559 48.17043595029675)",8A,2,Autobus,
OEFFLINIENOGD.310,310,"LINESTRING (16.30799428146559 48.17043595029675, 16.304490643533935 48.171272613233334, 16.302230719717695 48.1718144883059, 16.30207983471292 48.17189820140165)",8A,2,Autobus,
OEFFLINIENOGD.311,311,"LINESTRING (16.313942797115416 48.17499630126509, 16.313752114503856 48.17499626443118, 16.313521614160567 48.1749372095093, 16.312403547861763 48.174036595312145, 16.310488997705672 48.17247335419686, 16.30839820064473 48.17076917294285, 16.30799428146559 48.17043595029675)","63A, 8A",2,Autobus,
OEFFLINIENOGD.312,312,"LINESTRING (16.311262301581994 48.17090580133219, 16.31206858562235 48.172191965395704, 16.312856308432714 48.17347513401556, 16.313419405335836 48.17437563596763, 16.313447795180725 48.17453554118717, 16.313598513487815 48.174805877538994, 16.313786293731766 48.17493345334932, 16.313942797115416 48.17499630126509)","63A, 8A",2,Autobus,
OEFFLINIENOGD.313,313,"LINESTRING (16.313942797115416 48.17499630126509, 16.31426609416334 48.17492093408008, 16.316379527201526 48.174201765971276, 16.316958065172923 48.173946309184, 16.317073326447655 48.1739449001472, 16.317384855257743 48.174226203661, 16.317467889754607 48.17480871042671, 16.317642498145904 48.175982289218844, 16.317719297405123 48.17610650965842, 16.31783455877576 48.176122232856464, 16.318946749433074 48.175855427183045, 16.320342846542868 48.17550584563593, 16.323249125549882 48.17481040084956)","63A, 8A",2,Autobus,
